id,income
1,37000
2,32000
3,27000
4,37000
5,32000
6,27000
7,37000
8,27000
9,32000
10,27000
11,32000
12,32000
13,27000
14,37000
15,27000
16,32000
17,27000
18,32000
19,32000
20,27000
21,27000
22,32000
23,32000
24,32000
25,37000
26,32000
27,37000
28,32000
29,27000
30,37000
31,27000
32,27000
33,27000
34,27000
35,19000
36,37000
37,32000
38,32000
39,32000
40,32000
41,32000
42,27000
43,27000
44,32000
45,32000
46,27000
47,37000
48,37000
49,37000
50,32000
51,27000
52,32000
53,32000
54,32000
55,37000
56,32000
57,32000
58,27000
59,32000
60,32000
61,37000
62,32000
63,27000
64,27000
65,32000
66,37000
67,27000
68,27000
69,32000
70,32000
71,32000
72,27000
73,32000
74,37000
75,37000
76,27000
77,32000
78,27000
79,32000
80,32000
81,32000
82,32000
83,32000
84,32000
85,32000
86,27000
87,37000
88,19000
89,27000
90,54000
91,27000
92,27000
93,27000
94,54000
95,27000
96,32000
97,27000
98,27000
99,27000
100,32000
101,27000
102,32000
103,27000
104,37000
105,32000
106,32000
107,27000
108,32000
109,32000
110,37000
111,32000
112,27000
113,27000
114,37000
115,37000
116,27000
117,27000
118,37000
119,32000
120,27000
121,32000
122,37000
123,32000
124,27000
125,37000
126,27000
127,27000
128,32000
129,27000
130,32000
131,27000
132,27000
133,27000
134,37000
135,27000
136,27000
137,27000
138,37000
139,32000
140,27000
141,37000
142,27000
143,27000
144,27000
145,27000
146,32000
147,27000
148,32000
149,19000
150,27000
151,54000
152,32000
153,32000
154,32000
155,32000
156,32000
157,32000
158,37000
159,32000
160,27000
161,32000
162,54000
163,27000
164,32000
165,32000
166,27000
167,32000
168,32000
169,37000
170,32000
171,32000
172,27000
173,32000
174,27000
175,27000
176,37000
177,27000
178,37000
179,27000
180,32000
181,27000
182,54000
183,32000
184,27000
185,37000
186,27000
187,32000
188,27000
189,27000
190,32000
191,37000
192,27000
193,32000
194,27000
195,27000
196,32000
197,27000
198,27000
199,54000
200,27000
201,32000
202,32000
203,37000
204,27000
205,27000
206,37000
207,32000
208,54000
209,32000
210,54000
211,32000
212,32000
213,27000
214,37000
215,32000
216,27000
217,27000
218,27000
219,37000
220,54000
221,32000
222,27000
223,32000
224,37000
225,27000
226,37000
227,32000
228,27000
229,32000
230,32000
231,32000
232,32000
233,32000
234,37000
235,27000
236,27000
237,27000
238,27000
239,37000
240,32000
241,32000
242,37000
243,37000
244,32000
245,37000
246,32000
247,27000
248,54000
249,32000
250,27000
251,32000
252,32000
253,27000
254,32000
255,32000
256,37000
257,27000
258,27000
259,32000
260,32000
261,54000
262,32000
263,37000
264,37000
265,32000
266,32000
267,32000
268,32000
269,19000
270,32000
271,32000
272,37000
273,32000
274,32000
275,32000
276,27000
277,27000
278,27000
279,27000
280,32000
281,37000
282,32000
283,27000
284,27000
285,32000
286,32000
287,54000
288,27000
289,32000
290,27000
291,27000
292,27000
293,32000
294,32000
295,32000
296,37000
297,27000
298,27000
299,27000
300,32000
301,32000
302,37000
303,27000
304,27000
305,32000
306,32000
307,54000
308,27000
309,32000
310,37000
311,37000
312,27000
313,32000
314,37000
315,32000
316,37000
317,37000
318,32000
319,54000
320,32000
321,32000
322,32000
323,32000
324,32000
325,27000
326,27000
327,27000
328,54000
329,37000
330,27000
331,32000
332,32000
333,27000
334,27000
335,27000
336,32000
337,27000
338,54000
339,37000
340,37000
341,32000
342,27000
343,27000
344,37000
345,27000
346,54000
347,37000
348,54000
349,32000
350,32000
351,32000
352,27000
353,27000
354,32000
355,32000
356,32000
357,27000
358,32000
359,27000
360,27000
361,27000
362,32000
363,32000
364,32000
365,27000
366,27000
367,27000
368,27000
