id,income
1,27000
2,32000
3,23100
4,32000
5,27000
6,26000
7,32000
8,24000
9,26000
10,25000
11,26000
12,32000
13,27000
14,41000
15,26000
16,29000
17,24000
18,32000
19,26000
20,25000
21,27000
22,29000
23,26000
24,26000
25,28000
26,29000
27,34000
28,26000
29,24000
30,32000
31,24000
32,25000
33,25000
34,25000
35,15000
36,32000
37,29000
38,32000
39,27000
40,32000
41,26000
42,25000
43,25000
44,32000
45,26000
46,24000
47,28000
48,28000
49,32000
50,26000
51,25000
52,27000
53,32000
54,26000
55,27000
56,29000
57,27000
58,24000
59,29000
60,32000
61,28000
62,29000
63,24000
64,25000
65,26000
66,32000
67,26000
68,25000
69,30000
70,32000
71,34000
72,25000
73,26000
74,32000
75,32000
76,25000
77,27000
78,25000
79,29000
80,27000
81,26000
82,32000
83,29000
84,27000
85,26000
86,25000
87,20050
88,15000
89,24000
90,48000
91,29100
92,25000
93,26000
94,32000
95,24000
96,29000
97,23100
98,24000
99,26000
100,29000
101,24000
102,32000
103,24000
104,28000
105,32000
106,26000
107,24000
108,32000
109,32000
110,34000
111,32000
112,25000
113,25000
114,32000
115,27000
116,24000
117,25000
118,32000
119,32000
120,27000
121,29000
122,28000
123,31200
124,25000
125,93500
126,26000
127,25000
128,26000
129,25000
130,32000
131,25000
132,25000
133,25000
134,32000
135,25000
136,24000
137,26000
138,27000
139,32000
140,27000
141,28000
142,24000
143,25000
144,26000
145,27000
146,32000
147,25000
148,26000
149,20950
150,24000
151,32000
152,32000
153,32000
154,32000
155,26000
156,30000
157,27000
158,28000
159,27000
160,27000
161,32000
162,32000
163,25000
164,32000
165,26000
166,25000
167,32000
168,32000
169,34000
170,26000
171,29000
172,26000
173,27000
174,25000
175,25000
176,23000
177,25000
178,34000
179,26000
180,27000
181,25000
182,32000
183,29000
184,25000
185,32000
186,25000
187,26000
188,24000
189,26000
190,32000
191,32000
192,25000
193,26000
194,27000
195,24000
196,26000
197,25000
198,24000
199,47900
200,26000
201,32000
202,27000
203,32000
204,26000
205,26000
206,101000
207,32000
208,37600
209,26000
210,34849
211,32000
212,26000
213,25000
214,34000
215,32000
216,25000
217,18000
218,25000
219,32000
220,31000
221,26000
222,25000
223,26000
224,41000
225,25000
226,32000
227,32000
228,27000
229,27000
230,32000
231,32000
232,32000
233,32000
234,27000
235,26000
236,25000
237,27000
238,25000
239,28000
240,32000
241,26000
242,73650
243,41000
244,27000
245,41000
246,26000
247,27000
248,45500
249,26000
250,27000
251,32000
252,27000
253,25000
254,27000
255,32000
256,34000
257,25000
258,25000
259,26000
260,32000
261,34849
262,32000
263,32000
264,27000
265,32000
266,26000
267,32000
268,32000
269,15000
270,27000
271,27000
272,28000
273,26000
274,26000
275,26000
276,25000
277,25000
278,25000
279,27000
280,32000
281,32000
282,26000
283,24000
284,26000
285,32000
286,26000
287,32000
288,25000
289,32000
290,27000
291,25000
292,25000
293,32000
294,29000
295,32000
296,28000
297,27000
298,26000
299,25000
300,54650
301,26000
302,32000
303,26000
304,25000
305,32000
306,29000
307,37000
308,25000
309,32000
310,30300
311,41000
312,25000
313,29000
314,28000
315,27000
316,35000
317,32000
318,26000
319,39750
320,26000
321,26000
322,29000
323,29000
324,27000
325,25000
326,26000
327,25000
328,32000
329,41000
330,29100
331,29000
332,27000
333,26000
334,25000
335,24000
336,32000
337,32000
338,89400
339,73650
340,32000
341,26000
342,24000
343,25000
344,32000
345,25000
346,32000
347,28000
348,90800
349,26000
350,32000
351,27000
352,25000
353,25000
354,26000
355,27000
356,29000
357,26000
358,29000
359,25000
360,23100
361,25000
362,30000
363,32000
364,29000
365,25000
366,26000
367,27000
368,24000
369,26000
370,32000
371,32000
372,25000
373,26000
374,25000
375,32000
376,32000
377,25000
378,30000
379,32000
380,27000
381,25000
382,26000
383,80400
384,32000
385,26000
386,32000
387,25000
388,24000
389,25000
390,32000
391,28000
392,29000
393,25000
394,27000
395,27000
396,26000
397,26000
398,25000
399,32000
400,41000
401,27000
402,29000
403,15000
404,27000
405,32000
406,25000
407,26000
408,29000
409,25000
410,26000
411,28000
412,24000
413,29000
414,32000
415,25000
416,27000
417,25000
418,27000
419,29000
420,32000
421,20800
422,25000
423,24000
424,29000
425,26000
426,34000
427,24000
428,25000
429,24000
430,27000
431,32000
432,20200
433,20200
434,27000
435,26000
436,32000
437,27000
438,32000
439,27000
440,26000
441,43850
442,25000
443,32000
444,32000
445,24000
446,29000
447,30000
448,27000
449,26000
450,27000
451,26000
452,26000
453,26000
454,27000
455,26000
456,30000
457,27000
458,27000
459,24000
460,27000
461,30000
462,37000
463,27000
464,29000
465,28000
466,29000
467,48000
468,32000
469,26000
470,39750
471,27000
472,32000
473,32000
474,32000
475,29000
476,32000
477,26000
478,26000
479,29000
480,25000
481,25000
482,27000
483,24000
484,25000
485,32000
486,26000
487,23100
488,26000
489,32000
490,48000
491,29000
492,23100
493,25000
494,25000
495,25000
496,27000
497,24000
498,25000
499,27000
500,32000
501,26000
502,24000
503,24000
504,26000
505,25000
506,80400
507,27000
508,25000
509,26000
510,24000
511,26000
512,30000
513,27000
514,25000
515,26000
516,27000
517,27000
518,27000
519,32000
520,15000
