id,income
1,22000
2,32500
3,20250
4,91000
5,20000
6,19550
7,40900
8,20000
9,22000
10,18000
11,30000
12,29000
13,27150
14,53499
15,25250
16,15700
17,25000
18,22000
19,22000
20,19000
21,50400
22,88100
23,24000
24,21000
25,79000
26,23450
27,16000
28,24700
29,25250
30,16000
31,35800
32,57450
33,24250
34,20000
35,13000
36,20000
37,58050
38,18000
39,36300
40,23000
41,25900
42,45200
43,22150
44,32200
45,41200
46,23000
47,50400
48,19000
49,37800
50,32000
51,26000
52,30000
53,39900
54,20600
55,41500
56,32600
57,60000
58,21000
59,23000
60,58250
61,23700
62,36200
63,19000
64,25650
65,22000
66,49500
67,31400
68,27000
69,37000
70,18000
71,38200
72,19000
73,21000
74,145000
75,69700
76,30900
77,34550
78,40000
79,23450
80,19000
81,45650
82,18000
83,21400
84,24000
85,26350
86,32000
87,20000
88,13000
89,25000
90,31000
91,75600
92,31600
93,20000
94,21950
95,46000
96,34600
97,35900
98,19000
99,21000
100,27100
101,26000
102,34300
103,19000
104,27000
105,42100
106,26350
107,40000
108,94200
109,53700
110,16000
111,35800
112,26000
113,50000
114,43000
115,22000
116,23900
117,49600
118,30400
119,46000
120,29250
121,47800
122,29000
123,44000
124,38700
125,95600
126,23000
127,19000
128,30000
129,24650
130,35600
131,15000
132,23000
133,34700
134,67000
135,23000
136,19000
137,31450
138,26700
139,75250
140,29800
141,22500
142,20000
143,22000
144,19000
145,27150
146,23000
147,31900
148,22700
149,20000
150,25000
151,107500
152,22000
153,42100
154,94900
155,22000
156,67350
157,20000
158,19000
159,20000
160,47600
161,24950
162,103000
163,36200
164,49500
165,24300
166,48250
167,36000
168,25000
169,29000
170,30000
171,70400
172,53500
173,33000
174,18000
175,57000
176,15000
177,27000
178,40700
179,22000
180,47850
181,29600
182,48000
183,70400
184,27000
185,57600
186,35000
187,22000
188,19000
189,28250
190,49000
191,91000
192,42899
193,22000
194,21900
195,34000
196,29500
197,23000
198,20000
199,29450
200,20000
201,18000
202,19000
203,56000
204,24500
205,60100
206,117000
207,29850
208,278250
209,22250
210,23000
211,21000
212,24950
213,20000
214,16000
215,67300
216,37400
217,18000
218,23500
219,65600
220,29000
221,25000
222,30950
223,136100
224,27000
225,18000
226,32000
227,61850
228,29900
229,31000
230,32000
231,30000
232,28000
233,62200
234,38200
235,46500
236,29000
237,21200
238,36800
239,53500
240,72000
241,37900
242,50050
243,27000
244,24000
245,29000
246,67000
247,21300
248,106250
249,21000
250,250000
251,22000
252,20300
253,25000
254,20000
255,28000
256,16000
257,29700
258,25600
259,22150
260,23000
261,23000
262,57800
263,106200
264,30000
265,67300
266,21000
267,85150
268,26450
269,47000
270,20000
271,49100
272,26900
273,38750
274,28000
275,24300
276,18000
277,15000
278,23500
279,35200
280,21000
281,40700
282,21000
283,38200
284,29000
285,74000
286,24000
287,47600
288,48500
289,22100
290,27000
291,52200
292,20000
293,96650
294,22800
295,25000
296,45250
297,21000
298,24500
299,52550
300,60300
301,25000
302,47100
303,36400
304,23000
305,28000
306,24000
307,21950
308,24250
309,57000
310,230000
311,29000
312,28250
313,24000
314,37200
315,20000
316,24500
317,72750
318,25000
319,210550
320,24000
