id,income
1,23830
2,30000
3,19900
4,106000
5,23000
6,21000
7,30520
8,19000
9,21000
10,20000
11,28000
12,28000
13,26000
14,34000
15,25000
16,70510
17,27000
18,25000
19,25530
20,18000
21,33000
22,57930
23,29000
24,25000
25,40020
26,20900
27,23000
28,26000
29,39000
30,18000
31,37340
32,50000
33,25000
34,24000
35,14000
36,30000
37,57930
38,25000
39,31000
40,28000
41,23000
42,38000
43,21000
44,34050
45,33000
46,25000
47,40250
48,22000
49,60129
50,28000
51,28000
52,31000
53,52650
54,23000
55,42040
56,30000
57,67000
58,21000
59,20900
60,52650
61,25680
62,39000
63,19000
64,25000
65,25530
66,39410
67,25000
68,24000
69,35920
70,25000
71,34000
72,21080
73,20000
74,100000
75,106000
76,38000
77,27000
78,20000
79,28000
80,19000
81,58800
82,25000
83,27000
84,23000
85,28000
86,34000
87,18940
88,12640
89,27000
90,42399
91,40890
92,34000
93,25000
94,28920
95,22680
96,30000
97,30580
98,22000
99,25000
100,30000
101,25000
102,29000
103,22000
104,22000
105,25000
106,28000
107,31000
108,65260
109,69050
110,23000
111,28000
112,28000
113,28080
114,59749
115,23830
116,27450
117,56140
118,30000
119,67719
120,30000
121,28000
122,28000
123,50110
124,39259
125,94790
126,25000
127,24000
128,28000
129,24000
130,30060
131,20000
132,20000
133,39259
134,57260
135,24000
136,19000
137,41720
138,20000
139,69750
140,23000
141,26000
142,21000
143,25000
144,21000
145,26000
146,21000
147,34000
148,25530
149,27380
150,27000
151,105919
152,25000
153,25000
154,74000
155,25530
156,45930
157,23000
158,22000
159,23000
160,41000
161,21000
162,90960
163,27000
164,33000
165,28000
166,53000
167,44220
168,29000
169,23000
170,28000
171,57930
172,55949
173,41000
174,20000
175,44930
176,18000
177,28000
178,23000
179,21000
180,23000
181,32329
182,48000
183,57930
184,25000
185,45000
186,26000
187,23000
188,22000
189,35080
190,23410
191,57960
192,24000
193,21000
194,22000
195,31000
196,29000
197,24000
198,21000
199,49540
200,19000
201,25000
202,23000
203,94110
204,35119
205,55949
206,117000
207,40000
208,23449
209,23000
210,30000
211,23000
212,23000
213,21000
214,23000
215,74000
216,50000
217,15350
218,23000
219,55740
220,28799
221,26000
222,30000
223,64449
224,34000
225,20000
226,39410
227,25000
228,30000
229,23000
230,38000
231,29000
232,30000
233,44220
234,27939
235,55949
236,28000
237,21530
238,18000
239,58579
240,74000
241,33000
242,71140
243,34000
244,23000
245,34000
246,59000
247,21530
248,37980
249,25000
250,250000
251,25000
252,23920
253,25000
254,23000
255,25000
256,23000
257,34000
258,25000
259,25530
260,28000
261,30000
262,36400
263,105260
264,39000
265,74000
266,25000
267,66020
268,25000
269,25280
270,25000
271,37000
272,33610
273,26000
274,25000
275,28000
276,20000
277,15000
278,23000
279,41000
280,23000
281,18000
282,25000
283,33290
284,29000
285,25000
286,21000
287,53800
288,54720
289,25000
290,26000
291,38000
292,21000
293,96990
294,23000
295,29000
296,28000
297,21530
298,21000
299,50000
300,56730
301,26000
302,32759
303,25000
304,25000
305,30000
306,28000
307,26000
308,25000
309,28000
310,230000
311,34000
312,32329
313,27000
314,30290
315,23000
316,31000
317,94110
318,23000
319,36110
320,25530
321,25530
322,57930
323,23000
324,30619
325,21000
326,25000
327,18000
328,66050
329,34000
330,24220
331,23000
332,37000
333,21000
334,54720
335,25000
336,56470
337,61000
338,86730
339,71140
340,50309
341,25000
342,21000
343,21000
344,30000
345,20000
346,42989
347,97100
348,71860
349,23000
350,100000
351,28040
352,21000
353,36240
354,34000
355,23000
356,36059
357,29000
358,36059
359,34000
360,24450
361,24000
362,32000
363,40000
364,28000
365,38000
366,35119
367,30000
368,19000
369,26000
370,30000
371,140990
372,25000
373,21000
374,26000
375,38000
376,34050
377,15000
378,27010
379,28000
380,23000
381,25000
382,28000
383,73399
384,46589
385,23000
386,40000
387,44000
388,35000
389,20000
390,33000
391,48020
392,27000
393,25000
394,23000
395,21530
396,25530
397,55949
398,20000
399,30000
400,34000
401,23000
402,43000
403,17000
404,37000
405,30000
406,20000
407,26000
408,30000
409,27000
410,25000
411,22000
412,24000
413,23000
414,96000
415,24000
416,23000
417,39920
418,54000
419,54510
420,96000
421,18640
422,24000
423,22000
424,27000
425,20000
426,23000
427,21000
428,39259
429,27000
430,36000
431,42100
432,27400
433,19000
434,42000
435,33000
436,25000
437,36000
438,29700
439,28040
440,21000
441,38000
442,25000
443,78899
444,25000
445,21000
446,27000
447,33000
448,26000
449,25000
450,31000
451,29000
452,21000
453,28000
454,26000
455,26000
456,24000
457,37000
458,41000
459,33290
460,23000
461,34100
462,26000
463,26000
464,27000
465,28000
466,43000
467,137860
468,18000
469,25000
470,36110
471,23000
472,28000
473,25000
474,54690
475,23000
476,69750
477,26000
478,23000
479,52740
480,26000
481,20000
482,26000
483,24000
484,26000
485,96000
486,25000
487,28820
488,40309
489,106000
490,42399
491,57930
492,28280
493,23000
494,53000
495,44000
496,23000
497,27000
498,21000
499,31000
500,29000
501,23000
502,25000
503,31000
504,29000
505,20000
506,73399
507,41000
508,56140
509,33000
510,22000
511,29000
512,27010
513,50000
514,24000
515,21000
516,27000
517,19000
518,23000
519,29000
520,20000
521,33000
522,167000
523,74000
524,25000
525,65260
526,69750
527,25000
528,74000
529,16000
530,25000
531,23000
532,18940
533,32000
534,23000
535,25000
536,21000
537,22000
538,33000
539,23000
540,25000
541,22000
542,25000
543,33000
544,20000
545,100000
546,32560
547,23000
548,34050
549,22000
550,71440
551,26000
552,25000
553,23000
554,34000
555,30000
556,140990
557,50000
558,22000
559,44220
560,48920
561,33000
562,71000
563,23000
564,23000
565,22750
566,43190
567,75000
568,24000
569,40979
570,24000
571,26000
572,36960
573,159000
574,74000
575,29000
576,34000
577,25000
578,45649
579,25000
580,25000
581,19000
582,25000
583,105260
584,23000
585,25000
586,42000
587,73399
588,50870
589,20000
590,25000
591,29000
592,27000
593,23000
594,24000
595,26000
596,23000
597,28040
598,23000
599,77450
600,41520
601,34050
602,69750
603,28000
604,38920
605,34000
606,86730
607,25000
608,28640
609,34000
610,20000
611,18000
612,21000
613,43000
614,33000
615,36059
616,34000
617,28000
618,15000
619,25530
620,27000
621,23000
622,38740
623,137860
624,21000
625,94110
626,37150
627,54429
628,55740
629,28000
630,42000
631,32000
632,15000
633,23000
634,27450
635,25700
636,22000
637,21000
638,30410
639,28000
640,23000
641,15000
642,30000
643,28000
644,12640
645,25000
646,18000
647,19000
648,26000
649,20000
650,25530
651,62700
652,26000
653,23000
654,25000
655,69750
656,30080
657,30080
658,21000
659,62180
660,35119
661,36000
662,23000
663,150039
664,38000
665,25000
666,50000
667,29000
668,33000
669,27000
670,101959
671,67719
672,23830
673,30000
674,21000
675,31000
676,53000
677,20000
678,80900
679,46560
680,52650
681,31000
682,26000
683,23000
684,23000
685,25000
686,22000
687,44000
688,22000
689,23000
690,25000
691,27000
692,24000
693,87179
694,106000
695,29040
696,23000
697,28000
698,28000
699,38000
700,34380
701,23719
702,30000
703,23000
704,33000
705,24000
706,28000
707,48000
708,25000
709,28000
710,37980
711,38000
712,25000
713,27000
714,23000
715,25000
716,50000
717,19350
718,31000
719,87179
720,39000
721,25000
722,19000
723,30520
724,52740
725,24000
726,23000
727,23000
728,94110
729,54679
730,46589
731,30000
732,106000
733,38000
734,69750
735,38000
736,90960
737,26000
738,38920
739,25000
740,25000
741,27939
742,44220
743,40979
744,24000
745,15000
746,21000
747,30000
748,24000
749,25000
750,45799
751,30000
752,18000
753,21000
754,58579
755,28000
756,41000
757,28000
758,22000
759,28000
760,21000
761,25000
762,43480
763,30000
764,23520
765,95000
766,23000
767,44000
768,23000
769,56140
770,25000
771,60000
772,29680
773,41000
774,35820
775,31000
776,23000
777,44460
778,25000
779,33000
780,25000
781,59000
782,109240
783,42399
784,21000
785,26000
786,28000
787,18000
788,25000
789,21000
790,25000
791,21000
792,33000
793,30060
794,34050
795,24000
796,89780
797,43000
798,74000
799,50179
800,25000
801,21530
802,25000
803,20000
804,42899
805,25530
806,30000
807,46589
808,39000
809,27000
810,25000
811,24940
812,39920
813,23000
814,137860
815,35119
816,23000
817,30000
818,25000
819,25000
820,21450
821,23000
822,21000
823,34000
824,28000
825,33000
826,24000
827,23000
828,29000
829,37000
830,28000
831,118600
832,23000
833,34000
834,37000
835,53480
836,25000
837,19000
838,21000
839,32329
840,19000
841,25160
842,57930
843,20000
844,69750
845,19000
846,26000
847,19000
848,42190
849,30000
850,27000
851,22390
852,25680
853,59000
854,40000
855,21000
856,31000
857,52650
858,39500
859,23000
860,30060
861,25000
862,26000
863,32290
864,65260
865,26000
866,23000
867,22320
868,19000
869,21000
870,25000
871,25000
872,71230
873,25000
874,30000
875,23719
876,25000
877,31930
878,23000
879,14870
880,25000
881,57930
882,35119
883,22000
884,41000
885,25000
886,41500
887,25000
888,23000
889,24160
890,29000
891,94790
892,27000
893,43000
894,23000
895,67719
896,25530
897,39920
898,23000
899,42399
900,25000
901,85000
902,49660
903,33000
904,62700
905,172000
906,23000
907,27000
908,34000
909,20000
910,41199
911,23000
912,100000
913,27000
914,38000
915,54510
916,25000
917,25000
918,38000
919,22000
920,20000
921,34000
922,24020
923,29000
924,33000
925,34000
926,25000
927,73399
928,23000
929,51510
930,20000
931,67000
932,55289
933,65260
934,20000
935,18000
936,74000
937,74000
938,20000
939,21450
940,27000
941,30000
942,23000
943,15000
944,21000
945,57930
946,42000
947,21000
948,27010
949,48560
950,25000
951,30000
952,30000
953,28000
954,96000
955,69750
956,50000
957,33000
958,26000
959,38000
960,25000
961,34000
962,42040
963,23000
964,23000
965,30000
966,23000
967,30000
968,34000
969,36960
970,34000
971,34050
972,28000
973,31000
974,24110
975,28000
976,24000
977,41000
978,35080
979,29000
980,36000
981,67000
982,74000
983,30800
984,25000
985,316000
986,69750
987,122570
988,30000
989,56840
990,69750
991,71440
992,36000
993,41500
994,18000
995,87350
996,41000
997,25190
998,25000
999,60129
1000,24000
1001,23640
1002,55949
1003,20000
1004,25000
1005,25000
1006,24000
1007,25000
1008,28000
1009,82880
1010,24000
1011,22000
1012,23000
1013,27000
1014,26000
1015,39259
1016,30520
1017,26000
1018,30000
1019,27000
1020,25000
1021,24340
1022,45649
1023,30000
1024,25000
1025,36000
1026,39080
1027,69380
1028,23000
1029,56840
1030,21530
1031,65800
1032,23830
1033,21000
1034,36000
1035,29040
1036,28080
1037,22000
1038,34000
1039,27450
1040,21000
1041,25000
1042,28000
1043,25599
1044,22000
1045,25000
1046,30060
1047,29000
1048,22000
1049,98400
1050,21530
1051,25000
1052,25000
1053,108199
1054,23000
1055,33000
1056,45799
1057,55699
1058,34000
1059,26000
1060,28000
1061,30000
1062,34050
1063,23830
1064,25000
1065,42399
1066,23000
1067,21000
1068,25000
1069,33000
1070,21000
1071,25000
1072,29000
1073,23100
1074,40309
1075,31000
1076,25530
1077,19000
1078,74000
1079,52650
1080,15000
1081,69750
1082,42040
1083,28000
1084,49210
1085,55289
1086,21530
1087,28000
1088,34000
1089,31330
1090,29000
1091,22000
1092,28000
1093,28000
1094,21530
1095,62919
1096,31000
1097,20000
1098,33000
1099,54429
1100,38000
1101,96000
1102,23000
1103,52650
1104,75000
1105,15000
1106,30000
1107,33000
1108,25000
1109,27010
1110,23000
1111,24000
1112,25000
1113,23000
1114,21000
1115,36240
1116,34000
1117,25000
1118,22000
1119,35080
1120,60560
1121,24000
1122,59000
1123,59000
1124,62000
1125,27000
1126,25680
1127,25000
1128,31000
1129,18000
1130,21000
1131,21000
1132,30000
1133,58579
1134,24000
1135,23000
1136,43000
1137,34460
1138,28000
1139,50550
1140,25000
1141,41000
1142,19000
1143,27000
1144,21000
1145,39259
1146,25530
1147,25000
1148,55699
1149,30000
1150,51510
1151,38000
1152,42040
1153,105260
1154,97100
1155,23000
1156,23000
1157,54429
1158,20000
1159,74000
1160,34000
1161,30000
1162,18000
1163,30060
1164,21000
1165,19050
1166,21000
1167,18000
1168,19000
1169,48319
1170,73399
1171,21000
1172,42319
1173,38000
1174,30060
1175,76000
1176,21000
1177,33000
1178,90170
1179,28000
1180,18000
1181,28000
1182,75000
1183,23000
1184,31000
1185,38000
1186,41000
1187,20000
1188,23000
1189,22000
1190,37000
1191,20000
1192,25000
1193,25000
1194,23000
1195,23000
1196,26000
1197,23000
1198,34000
1199,36059
1200,21000
1201,29000
1202,21000
1203,32759
1204,30729
1205,33290
1206,36120
1207,37340
1208,34000
1209,21000
1210,38000
1211,23000
1212,19050
1213,26000
1214,38000
1215,19000
1216,87350
1217,55949
1218,64449
1219,32329
1220,28000
1221,26100
1222,18000
1223,23000
1224,22680
1225,20900
1226,69750
1227,29000
1228,51520
1229,103420
1230,36100
1231,68000
1232,36240
1233,38400
1234,44960
1235,27000
1236,20000
1237,24000
1238,28000
1239,21000
1240,20000
1241,76000
1242,25000
1243,28000
1244,23000
1245,67719
1246,29000
1247,23000
1248,28000
1249,22000
1250,29220
1251,134200
1252,33290
1253,26000
1254,23000
1255,20000
1256,55949
1257,40309
1258,71860
1259,29000
1260,23000
1261,23000
1262,37340
1263,33000
1264,25000
1265,21000
1266,81440
1267,30080
1268,21000
1269,24000
1270,21000
1271,29000
1272,108199
1273,19900
1274,35230
1275,57930
1276,25000
1277,16880
1278,31000
1279,106000
1280,25000
1281,38860
1282,62449
1283,51260
1284,20000
1285,30000
1286,27000
1287,23000
1288,25000
1289,59000
1290,20000
1291,28000
1292,34000
1293,23000
1294,27000
1295,23000
1296,21000
1297,31870
1298,23000
1299,39000
1300,23000
1301,38000
1302,50000
1303,137860
1304,39000
1305,23000
1306,23000
1307,22640
1308,95800
1309,21000
1310,23000
1311,23000
1312,56930
1313,18000
1314,27000
1315,35119
1316,24450
1317,25000
1318,25000
1319,22750
1320,21000
1321,23000
1322,27000
1323,21000
1324,29000
1325,22000
1326,23000
1327,50000
1328,69750
1329,18000
1330,23000
1331,33000
1332,23000
1333,23000
1334,43000
1335,45000
1336,53000
1337,28000
1338,30000
1339,55699
1340,31000
1341,19000
1342,57930
1343,25000
1344,25000
1345,74000
1346,20000
1347,23000
1348,27520
1349,23719
1350,42399
1351,25000
1352,23000
1353,44020
1354,28000
1355,100000
1356,44000
1357,46589
1358,50000
1359,28000
1360,30000
1361,19729
1362,26000
1363,23000
1364,24000
1365,30060
1366,20000
1367,23000
1368,45799
1369,32000
1370,100240
1371,20000
1372,22820
1373,54980
1374,25000
1375,23000
1376,30000
1377,28000
1378,56730
1379,53000
1380,20000
1381,28000
1382,29000
1383,36110
1384,30000
1385,54000
1386,46680
1387,23000
1388,34000
1389,15000
1390,25000
1391,100000
1392,34000
1393,41000
1394,21000
1395,23000
1396,30520
1397,67000
1398,23000
1399,33290
1400,28000
1401,28200
1402,43480
1403,58579
1404,23000
1405,34050
1406,96000
1407,34000
1408,25000
1409,15000
1410,38000
1411,24000
1412,26000
1413,23000
1414,23000
1415,34000
1416,21000
1417,26000
1418,53710
1419,30000
1420,27000
1421,25000
1422,25000
1423,30000
1424,95800
1425,21000
1426,23000
1427,29000
1428,36120
1429,23000
1430,105300
1431,22000
1432,55949
1433,23000
1434,23000
1435,28799
1436,23000
1437,27000
1438,34000
1439,69750
1440,33000
1441,30000
1442,23000
1443,19729
1444,25000
1445,20000
1446,20000
1447,25000
1448,28000
1449,25530
1450,23000
1451,25000
1452,34050
1453,29000
1454,19760
1455,21000
1456,25000
1457,29000
1458,21000
1459,31000
1460,26000
1461,28000
1462,27560
1463,23000
1464,43380
1465,28000
1466,23000
1467,26000
1468,40000
1469,24940
1470,23000
1471,19000
1472,31000
1473,27000
1474,44000
1475,25000
1476,28000
1477,27939
1478,25000
1479,57930
1480,14000
1481,21530
1482,23719
1483,28000
1484,23000
1485,106240
1486,23000
1487,22000
1488,45560
1489,32000
1490,28000
1491,23000
1492,24000
1493,35080
1494,34000
1495,23000
1496,34000
1497,35119
1498,34000
1499,22000
1500,33610
1501,44000
1502,34000
1503,25000
1504,20000
1505,23000
1506,23000
1507,71860
1508,30000
1509,25000
1510,23640
1511,37000
1512,22000
1513,75000
1514,49210
1515,28000
1516,38740
1517,23830
1518,37000
1519,67000
1520,33000
1521,21000
1522,26000
1523,21000
1524,20000
1525,27000
1526,24000
1527,35080
1528,32329
1529,27000
1530,25000
1531,20000
1532,23000
1533,26000
1534,25000
1535,33000
1536,32000
1537,41520
1538,24100
1539,21000
1540,53800
1541,28000
1542,35080
1543,25000
1544,30060
1545,31230
1546,24000
1547,29000
1548,24000
1549,34000
1550,23000
1551,41000
1552,105260
1553,30000
1554,33000
1555,23000
1556,25000
1557,22000
1558,18000
1559,100000
1560,23000
1561,42000
1562,35080
1563,22320
1564,26000
1565,21000
1566,55949
1567,27000
1568,53720
1569,33000
1570,25530
1571,25000
1572,25000
1573,37000
1574,21000
1575,21000
1576,69860
1577,34040
1578,36000
1579,42899
1580,20000
1581,25000
1582,41000
1583,25000
1584,54429
1585,21530
1586,27000
1587,36120
1588,44000
1589,27000
1590,33160
1591,50870
1592,22320
1593,30000
